School Name,Area Type,Gender,Caste,Standard,Age,Year,District,Dropout Status,Dropout Reason,Parental_Education,Family_Income,Prev_Academic_Performance,Attendance_Record,Teacher_Student_Ratio,Distance_km
Delhi Public School,Semi-Urban,Male,ST,7,12,2018,Shivamogga,Dropout,Family responsibilities,Primary,15000,39.51,79.65,20.3,1.35
New Oxford School,Rural,Male,General,7,12,2019,Mysuru,Dropout,Lack of interest,Secondary,50000,52.757,79.06,42.9,5.37
National Public School,Rural,Male,ST,2,7,2020,Dharwad,Dropout,Bullying,Secondary,50000,52.757,79.65,46.8,8.0
New Oxford School,Urban,Male,ST,6,11,2021,Belagavi,Dropout,Child Labour,Secondary,50000,52.757,79.65,33.0,0.22
National Public School,Rural,Female,SC,5,10,2018,Mysuru,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,36.1,4.99
Jain International School,Urban,Female,General,6,11,2020,Bengaluru Urban,Enrolled,Not applicable,Graduate,10000,67.74,90.125,34.3,2.52
Delhi Public School,Rural,Female,General,10,15,2023,Shivamogga,Enrolled,Not applicable,Graduate,25000,67.74,90.125,31.7,4.31
Delhi Public School,Semi-Urban,Female,General,9,14,2023,Tumakuru,Dropout,Child Labour,Secondary,25000,44.56,73.47,46.6,2.39
Mount Litera Zee School,Urban,Male,SC,8,13,2021,Mysuru,Enrolled,Not applicable,No Schooling,25000,67.74,90.125,46.8,0.19
Delhi Public School,Rural,Male,SC,2,7,2019,Mysuru,Dropout,Health issues,Post-Graduate,10000,37.16,67.06,30.1,4.26
Assisi Central School,Rural,Male,ST,8,13,2021,Dakshina Kannada,Dropout,Child Labour,Higher Secondary,15000,52.757,71.45,38.5,5.72
PES Public School,Semi-Urban,Male,ST,8,13,2024,Belagavi,Enrolled,Not applicable,No Schooling,50000,67.74,90.125,47.8,0.98
Maharishi Public School,Rural,Female,ST,7,12,2022,Belagavi,Dropout,Other,Graduate,25000,52.757,79.65,48.9,3.42
PES Public School,Semi-Urban,Female,SC,4,9,2020,Bengaluru Urban,Enrolled,Not applicable,Graduate,25000,67.74,90.125,35.3,0.29
Mount Litera Zee School,Rural,Female,OBC,1,6,2020,Bengaluru Rural,Enrolled,Not applicable,Secondary,100000,67.74,90.125,33.6,9.4
Sri Taralabalu Central School,Rural,Female,SC,9,14,2023,Bengaluru Rural,Enrolled,Not applicable,Secondary,50000,67.74,90.125,28.4,7.51
Sri Taralabalu Central School,Urban,Female,General,8,13,2018,Dharwad,Dropout,Family Issues,Primary,15000,52.757,79.65,48.8,2.0
PES Public School,Rural,Female,ST,6,11,2024,Dharwad,Dropout,Other,No Schooling,10000,52.757,79.65,24.3,6.83
Mount Litera Zee School,Semi-Urban,Male,SC,1,6,2018,Dakshina Kannada,Dropout,Poverty,Primary,50000,51.78,73.05,37.4,2.85
New Oxford School,Urban,Female,SC,10,15,2021,Ballari,Enrolled,Not applicable,Higher Secondary,50000,67.74,99.51,28.5,0.81
National Public School,Semi-Urban,Male,General,7,12,2023,Mysuru,Enrolled,Not applicable,No Schooling,25000,67.74,100.0,28.4,1.64
National Public School,Semi-Urban,Female,OBC,5,10,2021,Tumakuru,Dropout,Other,Primary,10000,52.757,68.17,32.1,1.5
Jain International School,Rural,Male,ST,3,8,2018,Dharwad,Dropout,Lack of interest,Primary,15000,52.757,74.76,50.0,4.23
PES Public School,Rural,Male,SC,4,9,2020,Tumakuru,Enrolled,Not applicable,Secondary,10000,67.74,90.125,21.6,1.73
Mount Litera Zee School,Rural,Male,SC,7,12,2022,Shivamogga,Dropout,Lack of interest,Graduate,10000,40.11,75.35,37.4,2.74
New Oxford School,Rural,Female,General,2,7,2023,Dharwad,Dropout,Other,Primary,25000,52.757,79.65,22.5,9.56
Freedom International School,Rural,Female,General,4,9,2024,Bengaluru Urban,Enrolled,Not applicable,Primary,100000,67.74,90.125,24.6,4.68
Maharishi Public School,Urban,Male,General,6,11,2018,Shivamogga,Enrolled,Not applicable,Higher Secondary,15000,67.74,100.0,33.2,0.65
Freedom International School,Semi-Urban,Male,General,4,9,2020,Mysuru,Dropout,Other,Secondary,50000,45.64,79.65,35.3,1.76
National Public School,Semi-Urban,Male,SC,5,10,2024,Shivamogga,Dropout,Migration,Primary,100000,52.757,79.65,27.8,0.72
PES Public School,Urban,Female,SC,1,6,2022,Bengaluru Rural,Dropout,Other,Secondary,10000,52.757,79.65,29.5,2.6
Sri Taralabalu Central School,Rural,Male,SC,10,15,2021,Ballari,Dropout,Child Labour,No Schooling,10000,52.757,79.65,22.6,5.84
New Oxford School,Rural,Male,SC,8,13,2023,Shivamogga,Dropout,Migration,Primary,15000,48.62,79.36,29.1,5.58
Jain International School,Semi-Urban,Female,ST,4,9,2022,Bengaluru Urban,Enrolled,Not applicable,Secondary,15000,67.74,90.125,49.0,1.12
Freedom International School,Semi-Urban,Female,SC,8,13,2024,Mysuru,Dropout,Poverty,Secondary,10000,46.14,79.65,48.3,0.78
Assisi Central School,Semi-Urban,Male,SC,7,12,2018,Ballari,Enrolled,Not applicable,Graduate,25000,73.35,93.62,30.0,0.24
Mount Litera Zee School,Rural,Male,OBC,10,15,2020,Bengaluru Rural,Dropout,Family responsibilities,Primary,50000,52.757,79.65,37.1,2.71
National Public School,Rural,Male,General,9,14,2020,Ballari,Enrolled,Not applicable,Secondary,60000,67.74,90.125,47.3,5.15
Freedom International School,Semi-Urban,Female,ST,1,6,2022,Tumakuru,Enrolled,Not applicable,Secondary,50000,67.74,90.125,20.2,1.65
Jain International School,Rural,Male,ST,4,9,2019,Tumakuru,Dropout,Other,No Schooling,50000,37.55,79.65,44.3,3.23
Assisi Central School,Urban,Female,ST,10,15,2018,Dakshina Kannada,Dropout,Migration,Higher Secondary,50000,50.25,79.65,48.5,1.25
Delhi Public School,Urban,Female,ST,4,9,2023,Dakshina Kannada,Dropout,Lack of interest,Primary,50000,52.757,79.65,22.7,2.11
Mount Litera Zee School,Urban,Male,OBC,6,11,2024,Dharwad,Enrolled,Not applicable,Post-Graduate,10000,67.74,90.125,24.8,1.52
Freedom International School,Rural,Female,General,9,14,2020,Bengaluru Rural,Dropout,Other,No Schooling,60000,46.17,79.65,48.8,4.76
National Public School,Rural,Female,ST,9,14,2023,Mysuru,Enrolled,Not applicable,Secondary,50000,67.74,99.89,36.1,1.66
Sri Taralabalu Central School,Semi-Urban,Female,SC,6,11,2022,Bengaluru Rural,Enrolled,Not applicable,No Schooling,25000,67.74,100.0,20.4,1.42
Mount Litera Zee School,Semi-Urban,Female,ST,9,14,2024,Ballari,Enrolled,Not applicable,Post-Graduate,25000,67.74,90.125,27.7,1.47
Freedom International School,Semi-Urban,Female,General,8,13,2022,Udupi,Dropout,Other,Secondary,60000,49.17,79.65,33.5,2.15
Maharishi Public School,Semi-Urban,Female,OBC,10,15,2024,Mysuru,Enrolled,Not applicable,Secondary,10000,67.74,90.7,40.8,2.83
Maharishi Public School,Semi-Urban,Male,ST,4,9,2019,Mysuru,Dropout,Other,No Schooling,50000,51.8,79.65,42.0,1.06
Delhi Public School,Rural,Male,OBC,5,10,2022,Tumakuru,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,49.9,5.66
Assisi Central School,Rural,Female,SC,6,11,2021,Dharwad,Dropout,Family responsibilities,Primary,60000,52.757,79.65,28.6,1.34
Maharishi Public School,Rural,Male,General,1,6,2021,Udupi,Dropout,Migration,Graduate,15000,52.757,59.68,36.1,6.12
Sri Taralabalu Central School,Semi-Urban,Female,OBC,5,10,2019,Shivamogga,Enrolled,Not applicable,Primary,60000,67.74,91.82,36.0,0.59
Jain International School,Rural,Female,General,4,9,2021,Tumakuru,Dropout,Poverty,Primary,50000,52.757,79.65,32.2,9.72
Maharishi Public School,Semi-Urban,Female,ST,8,13,2023,Shivamogga,Enrolled,Not applicable,No Schooling,15000,72.17,90.125,25.1,2.96
Sri Taralabalu Central School,Rural,Male,General,6,11,2020,Bengaluru Urban,Dropout,Family responsibilities,Secondary,10000,42.78,79.65,49.3,5.12
Jain International School,Rural,Female,ST,4,9,2021,Tumakuru,Enrolled,Not applicable,Secondary,15000,72.28,90.125,45.6,9.51
PES Public School,Urban,Female,OBC,5,10,2024,Ballari,Enrolled,Not applicable,No Schooling,15000,83.07,90.125,34.9,2.64
Mount Litera Zee School,Semi-Urban,Male,General,3,8,2024,Mysuru,Dropout,Long distance to school,Higher Secondary,15000,43.16,79.65,38.1,2.14
Maharishi Public School,Rural,Female,General,5,10,2019,Udupi,Dropout,Bullying,Secondary,10000,46.24,76.68,26.8,5.19
Delhi Public School,Rural,Female,OBC,9,14,2019,Tumakuru,Dropout,Other,Secondary,25000,52.757,79.5,36.3,3.16
Delhi Public School,Semi-Urban,Female,SC,8,13,2022,Shivamogga,Dropout,Poverty,Secondary,10000,52.757,79.65,40.8,2.56
Assisi Central School,Rural,Male,SC,1,6,2018,Dakshina Kannada,Enrolled,Not applicable,Secondary,100000,68.27,93.41,35.5,5.1
Freedom International School,Urban,Female,ST,10,15,2019,Bengaluru Rural,Enrolled,Not applicable,Secondary,60000,67.74,90.125,49.7,1.18
PES Public School,Semi-Urban,Female,SC,9,14,2018,Bengaluru Rural,Enrolled,Not applicable,Primary,25000,67.74,90.125,38.3,1.53
New Oxford School,Semi-Urban,Female,SC,8,13,2021,Udupi,Enrolled,Not applicable,Primary,25000,67.74,90.125,31.1,1.78
Delhi Public School,Rural,Male,General,9,14,2019,Bengaluru Rural,Enrolled,Not applicable,Graduate,25000,75.71,90.125,43.2,5.53
Sri Taralabalu Central School,Urban,Male,ST,4,9,2021,Dharwad,Enrolled,Not applicable,Graduate,15000,77.54,90.125,25.1,2.71
National Public School,Semi-Urban,Female,ST,2,7,2021,Udupi,Dropout,Other,Primary,15000,52.757,79.65,31.5,2.06
Maharishi Public School,Semi-Urban,Female,OBC,5,10,2023,Mysuru,Enrolled,Not applicable,Primary,50000,67.74,90.125,30.4,1.94
Jain International School,Rural,Female,OBC,3,8,2024,Dharwad,Enrolled,Not applicable,Secondary,10000,67.74,90.125,33.0,9.42
PES Public School,Rural,Female,SC,8,13,2021,Dakshina Kannada,Dropout,Bullying,Secondary,15000,52.757,79.65,43.5,9.21
Delhi Public School,Rural,Male,General,9,14,2020,Mysuru,Enrolled,Not applicable,No Schooling,15000,68.58,90.125,34.5,2.88
Freedom International School,Semi-Urban,Male,ST,10,15,2021,Belagavi,Dropout,Child Labour,Primary,10000,52.757,79.65,43.8,0.33
Assisi Central School,Semi-Urban,Male,SC,10,15,2024,Tumakuru,Dropout,Migration,Higher Secondary,10000,52.757,79.65,37.3,1.63
Assisi Central School,Urban,Female,OBC,10,15,2024,Udupi,Enrolled,Not applicable,Higher Secondary,10000,67.74,96.01,30.3,1.27
PES Public School,Urban,Female,OBC,2,7,2021,Belagavi,Enrolled,Not applicable,No Schooling,50000,68.47,90.125,44.3,1.81
National Public School,Semi-Urban,Male,ST,9,14,2022,Bengaluru Urban,Enrolled,Not applicable,Primary,10000,67.74,98.46,27.1,0.36
Delhi Public School,Semi-Urban,Male,ST,2,7,2019,Mysuru,Dropout,Poverty,Primary,10000,52.757,79.65,26.7,1.35
Jain International School,Rural,Female,ST,6,11,2023,Dakshina Kannada,Enrolled,Not applicable,Higher Secondary,60000,67.74,90.125,35.1,5.77
PES Public School,Semi-Urban,Male,ST,8,13,2022,Belagavi,Dropout,Bullying,No Schooling,10000,52.757,79.65,27.8,2.96
Assisi Central School,Rural,Female,OBC,3,8,2021,Udupi,Enrolled,Not applicable,No Schooling,15000,67.74,93.89,20.3,3.22
Sri Taralabalu Central School,Semi-Urban,Female,ST,7,12,2023,Bengaluru Urban,Enrolled,Not applicable,Higher Secondary,25000,67.74,90.74,39.4,2.09
National Public School,Urban,Male,OBC,8,13,2024,Bengaluru Rural,Dropout,Poverty,Primary,10000,52.757,72.24,35.3,1.04
Sri Taralabalu Central School,Semi-Urban,Male,SC,3,8,2024,Tumakuru,Enrolled,Not applicable,Higher Secondary,25000,67.74,90.125,33.4,0.37
Freedom International School,Rural,Male,ST,5,10,2023,Belagavi,Dropout,Health issues,Primary,50000,35.9,79.65,49.0,7.68
Mount Litera Zee School,Rural,Female,OBC,6,11,2019,Shivamogga,Dropout,Child Labour,No Schooling,15000,52.757,79.65,37.1,3.52
Mount Litera Zee School,Semi-Urban,Male,ST,9,14,2023,Ballari,Dropout,Family Issues,Primary,100000,52.757,78.86,45.9,1.33
Delhi Public School,Rural,Male,General,5,10,2021,Shivamogga,Dropout,Financial hardship,Higher Secondary,25000,40.62,79.65,24.2,1.79
PES Public School,Semi-Urban,Female,ST,1,6,2024,Shivamogga,Enrolled,Not applicable,Graduate,50000,70.35,100.0,37.1,0.17
Assisi Central School,Semi-Urban,Female,OBC,9,14,2021,Bengaluru Rural,Dropout,Lack of interest,Higher Secondary,15000,52.46,79.65,46.0,2.45
Delhi Public School,Rural,Female,ST,2,7,2021,Bengaluru Rural,Enrolled,Not applicable,Primary,50000,67.74,90.125,37.5,7.24
PES Public School,Rural,Male,SC,4,9,2019,Tumakuru,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.125,41.5,9.92
Jain International School,Urban,Male,SC,10,15,2024,Mysuru,Dropout,Long distance to school,Primary,15000,52.757,76.95,31.2,0.28
PES Public School,Rural,Male,General,3,8,2022,Udupi,Enrolled,Not applicable,Primary,10000,67.74,90.125,22.8,5.48
National Public School,Semi-Urban,Male,General,5,10,2024,Mysuru,Enrolled,Not applicable,Graduate,25000,67.74,90.125,33.7,2.7
PES Public School,Urban,Female,SC,7,12,2019,Bengaluru Rural,Dropout,Other,No Schooling,50000,46.26,79.65,31.8,2.09
Mount Litera Zee School,Urban,Female,General,5,10,2024,Shivamogga,Dropout,Lack of interest,No Schooling,15000,47.52,72.45,46.0,0.82
PES Public School,Semi-Urban,Male,SC,9,14,2018,Mysuru,Dropout,Migration,Primary,10000,52.757,79.65,27.3,0.29
Sri Taralabalu Central School,Urban,Female,OBC,4,9,2023,Dharwad,Enrolled,Not applicable,No Schooling,25000,67.74,90.125,49.0,2.1
National Public School,Rural,Male,SC,2,7,2022,Bengaluru Rural,Enrolled,Not applicable,Primary,15000,70.23,90.125,48.7,2.83
National Public School,Semi-Urban,Male,SC,10,15,2024,Bengaluru Urban,Dropout,Bullying,Secondary,25000,52.757,79.65,27.4,1.27
New Oxford School,Urban,Male,ST,2,7,2020,Bengaluru Rural,Enrolled,Not applicable,Secondary,15000,67.74,95.89,30.4,1.15
Assisi Central School,Rural,Male,ST,10,15,2018,Dakshina Kannada,Dropout,Other,Graduate,50000,52.757,79.65,46.9,9.0
New Oxford School,Semi-Urban,Male,SC,1,6,2024,Bengaluru Urban,Dropout,Health issues,Higher Secondary,100000,52.757,79.65,49.0,2.04
Mount Litera Zee School,Semi-Urban,Male,SC,10,15,2020,Mysuru,Enrolled,Not applicable,Primary,50000,67.74,90.125,33.3,2.91
PES Public School,Rural,Male,General,7,12,2019,Ballari,Enrolled,Not applicable,Primary,50000,67.74,100.0,29.6,5.61
Jain International School,Rural,Female,General,9,14,2022,Dakshina Kannada,Dropout,Family Issues,Primary,25000,52.757,79.65,35.8,9.47
Mount Litera Zee School,Urban,Female,OBC,1,6,2018,Bengaluru Rural,Dropout,Family Issues,Secondary,50000,52.757,79.65,40.6,1.33
Sri Taralabalu Central School,Semi-Urban,Male,OBC,2,7,2020,Udupi,Dropout,Bullying,Primary,60000,41.44,79.65,28.2,1.4
National Public School,Urban,Female,General,5,10,2018,Udupi,Enrolled,Not applicable,Secondary,100000,73.04,90.125,42.1,0.84
Mount Litera Zee School,Urban,Female,OBC,8,13,2019,Udupi,Enrolled,Not applicable,Secondary,50000,73.31,90.125,21.5,2.49
New Oxford School,Urban,Male,ST,3,8,2023,Bengaluru Rural,Enrolled,Not applicable,Secondary,50000,67.74,90.125,21.5,1.51
Jain International School,Rural,Female,SC,7,12,2019,Shivamogga,Enrolled,Not applicable,Secondary,15000,67.74,90.125,31.6,4.82
Jain International School,Urban,Female,General,4,9,2018,Belagavi,Enrolled,Not applicable,Primary,60000,70.25,90.125,30.6,0.98
Maharishi Public School,Urban,Female,SC,8,13,2021,Shivamogga,Dropout,Migration,Graduate,10000,52.757,79.65,29.5,0.63
PES Public School,Urban,Female,General,4,9,2018,Dakshina Kannada,Dropout,Health issues,Higher Secondary,50000,52.757,79.65,34.7,0.35
Mount Litera Zee School,Semi-Urban,Male,ST,6,11,2023,Mysuru,Dropout,Migration,No Schooling,50000,52.757,79.65,29.6,2.17
Jain International School,Rural,Female,General,9,14,2024,Dakshina Kannada,Enrolled,Not applicable,Graduate,10000,67.74,90.125,25.8,9.9
Freedom International School,Rural,Male,SC,6,11,2020,Bengaluru Urban,Enrolled,Not applicable,Secondary,25000,67.74,90.125,29.3,5.19
Freedom International School,Urban,Female,SC,5,10,2023,Udupi,Enrolled,Not applicable,Graduate,10000,67.74,90.125,49.2,1.23
Freedom International School,Urban,Female,SC,8,13,2020,Bengaluru Urban,Enrolled,Not applicable,Higher Secondary,50000,70.82,90.125,32.3,1.31
Jain International School,Urban,Female,General,6,11,2024,Dharwad,Enrolled,Not applicable,Secondary,15000,67.74,94.78,33.3,1.46
Delhi Public School,Semi-Urban,Male,General,8,13,2021,Ballari,Dropout,Bullying,No Schooling,25000,52.757,63.94,37.3,1.17
PES Public School,Semi-Urban,Male,SC,10,15,2021,Dakshina Kannada,Enrolled,Not applicable,Primary,10000,67.74,96.54,49.5,0.39
Freedom International School,Rural,Female,ST,5,10,2020,Dharwad,Enrolled,Not applicable,Secondary,10000,70.39,98.86,27.2,7.9
Delhi Public School,Rural,Male,ST,3,8,2024,Dakshina Kannada,Enrolled,Not applicable,Secondary,10000,67.74,90.125,40.4,3.41
Assisi Central School,Semi-Urban,Male,OBC,5,10,2022,Mysuru,Enrolled,Not applicable,Primary,25000,85.79,90.125,41.5,2.03
Delhi Public School,Rural,Female,General,6,11,2022,Udupi,Enrolled,Not applicable,No Schooling,10000,89.89,90.125,38.2,7.49
Maharishi Public School,Urban,Male,ST,3,8,2022,Dharwad,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.125,22.7,1.43
New Oxford School,Rural,Male,ST,7,12,2022,Ballari,Enrolled,Not applicable,Post-Graduate,10000,67.74,90.125,40.3,8.93
Mount Litera Zee School,Semi-Urban,Male,SC,6,11,2024,Tumakuru,Dropout,Other,Secondary,10000,52.757,79.65,21.9,0.71
Mount Litera Zee School,Urban,Female,OBC,7,12,2022,Udupi,Enrolled,Not applicable,Primary,10000,67.74,100.0,37.9,0.17
Sri Taralabalu Central School,Semi-Urban,Female,ST,6,11,2021,Shivamogga,Dropout,Lack of interest,Primary,15000,52.757,79.65,42.2,2.7
Delhi Public School,Urban,Female,SC,6,11,2024,Mysuru,Dropout,Child Labour,No Schooling,50000,52.757,75.75,26.3,0.71
Delhi Public School,Rural,Female,SC,6,11,2019,Bengaluru Urban,Dropout,Poverty,Graduate,15000,31.2,69.02,45.2,2.03
New Oxford School,Semi-Urban,Male,SC,1,6,2024,Tumakuru,Enrolled,Not applicable,No Schooling,10000,67.74,90.125,20.9,0.91
Delhi Public School,Semi-Urban,Female,OBC,4,9,2022,Belagavi,Enrolled,Not applicable,Secondary,25000,67.74,90.125,45.3,0.47
Freedom International School,Semi-Urban,Female,ST,4,9,2021,Bengaluru Urban,Enrolled,Not applicable,Primary,25000,67.74,90.125,33.8,1.95
Jain International School,Urban,Male,OBC,9,14,2018,Bengaluru Urban,Enrolled,Not applicable,Secondary,50000,81.65,90.125,26.5,0.32
National Public School,Urban,Male,SC,10,15,2020,Bengaluru Rural,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,24.0,0.49
New Oxford School,Rural,Male,OBC,8,13,2020,Belagavi,Enrolled,Not applicable,Higher Secondary,15000,72.2,100.0,48.6,1.29
National Public School,Rural,Male,SC,3,8,2024,Dakshina Kannada,Enrolled,Not applicable,Primary,15000,67.74,93.16,22.2,6.36
Delhi Public School,Urban,Male,ST,10,15,2020,Shivamogga,Enrolled,Not applicable,No Schooling,10000,67.74,90.125,26.0,2.15
Freedom International School,Semi-Urban,Male,SC,1,6,2018,Ballari,Dropout,Financial hardship,No Schooling,50000,52.757,79.65,30.4,1.72
Maharishi Public School,Urban,Female,OBC,9,14,2018,Bengaluru Urban,Enrolled,Not applicable,Graduate,25000,67.74,90.125,38.6,0.84
PES Public School,Rural,Male,SC,7,12,2019,Dharwad,Enrolled,Not applicable,Graduate,50000,68.56,96.81,36.3,1.57
New Oxford School,Semi-Urban,Male,ST,1,6,2021,Mysuru,Dropout,Other,Secondary,50000,52.757,78.73,23.8,0.44
Delhi Public School,Semi-Urban,Male,SC,3,8,2020,Tumakuru,Dropout,Other,Secondary,25000,52.757,79.65,28.7,1.66
Mount Litera Zee School,Rural,Female,OBC,10,15,2023,Belagavi,Dropout,Child Labour,Higher Secondary,50000,50.82,79.65,27.2,9.97
Mount Litera Zee School,Rural,Male,SC,5,10,2020,Ballari,Enrolled,Not applicable,Primary,10000,67.74,90.125,26.4,4.87
Delhi Public School,Semi-Urban,Male,SC,8,13,2019,Shivamogga,Dropout,Poverty,Graduate,15000,47.62,71.28,32.3,1.85
PES Public School,Urban,Female,SC,2,7,2023,Udupi,Enrolled,Not applicable,Secondary,100000,100.0,90.125,41.1,2.63
New Oxford School,Urban,Male,ST,7,12,2024,Bengaluru Urban,Enrolled,Not applicable,Primary,60000,78.67,90.125,26.5,3.0
National Public School,Urban,Male,General,8,13,2021,Belagavi,Enrolled,Not applicable,Secondary,10000,67.74,90.125,31.0,1.86
Maharishi Public School,Semi-Urban,Female,ST,6,11,2019,Dakshina Kannada,Dropout,Lack of interest,No Schooling,50000,40.16,79.65,31.7,1.27
New Oxford School,Rural,Male,SC,10,15,2023,Ballari,Dropout,Other,Primary,10000,52.757,79.65,49.3,1.37
Assisi Central School,Urban,Female,ST,5,10,2018,Mysuru,Enrolled,Not applicable,Higher Secondary,15000,68.21,90.125,48.6,0.85
PES Public School,Rural,Female,General,10,15,2019,Tumakuru,Enrolled,Not applicable,No Schooling,25000,68.23,100.0,44.0,3.39
New Oxford School,Rural,Male,ST,3,8,2022,Shivamogga,Enrolled,Not applicable,Secondary,50000,67.74,90.125,27.2,7.17
Delhi Public School,Semi-Urban,Female,OBC,8,13,2024,Bengaluru Urban,Enrolled,Not applicable,Primary,15000,67.74,90.125,22.0,2.75
Maharishi Public School,Semi-Urban,Female,SC,4,9,2022,Udupi,Enrolled,Not applicable,Primary,50000,67.74,90.125,29.5,1.17
New Oxford School,Semi-Urban,Female,General,1,6,2024,Mysuru,Enrolled,Not applicable,Primary,10000,67.74,90.125,28.0,1.18
New Oxford School,Semi-Urban,Female,OBC,3,8,2019,Tumakuru,Enrolled,Not applicable,Primary,10000,67.74,90.125,35.2,1.21
Sri Taralabalu Central School,Semi-Urban,Male,OBC,2,7,2018,Ballari,Enrolled,Not applicable,Higher Secondary,25000,67.74,97.8,43.3,2.53
New Oxford School,Urban,Male,ST,6,11,2020,Mysuru,Dropout,Bullying,Primary,50000,47.23,62.83,45.7,1.99
Maharishi Public School,Urban,Male,OBC,4,9,2021,Dharwad,Enrolled,Not applicable,Secondary,50000,67.74,90.125,45.3,1.88
Sri Taralabalu Central School,Rural,Female,SC,8,13,2021,Belagavi,Dropout,Child Labour,Secondary,25000,52.757,60.07,30.8,7.9
Sri Taralabalu Central School,Urban,Female,ST,8,13,2019,Belagavi,Dropout,Other,Higher Secondary,25000,52.757,75.34,40.6,2.47
Sri Taralabalu Central School,Semi-Urban,Male,SC,6,11,2020,Belagavi,Enrolled,Not applicable,Graduate,15000,67.74,100.0,29.4,0.21
Assisi Central School,Rural,Male,OBC,10,15,2022,Tumakuru,Dropout,Migration,Higher Secondary,50000,52.757,79.18,21.8,6.83
Sri Taralabalu Central School,Semi-Urban,Male,General,6,11,2020,Bengaluru Urban,Enrolled,Not applicable,Primary,10000,67.74,90.125,41.0,1.59
Jain International School,Rural,Female,OBC,2,7,2021,Tumakuru,Dropout,Lack of interest,No Schooling,50000,52.757,79.65,20.3,7.43
Freedom International School,Semi-Urban,Female,ST,1,6,2018,Ballari,Dropout,Other,Primary,60000,52.757,79.65,32.3,1.54
National Public School,Rural,Female,General,10,15,2019,Mysuru,Enrolled,Not applicable,Secondary,50000,90.85,90.125,29.9,5.65
Delhi Public School,Rural,Male,ST,7,12,2021,Shivamogga,Dropout,Bullying,No Schooling,50000,43.04,74.49,40.8,2.05
Freedom International School,Semi-Urban,Male,General,3,8,2018,Shivamogga,Dropout,Lack of interest,Secondary,60000,52.757,79.65,43.0,2.63
New Oxford School,Rural,Male,OBC,3,8,2019,Ballari,Dropout,Migration,Secondary,15000,46.1,79.65,29.1,2.14
Maharishi Public School,Urban,Male,ST,3,8,2024,Mysuru,Enrolled,Not applicable,Primary,25000,68.33,90.125,44.3,1.09
Jain International School,Rural,Male,SC,1,6,2022,Shivamogga,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,28.8,5.34
Maharishi Public School,Urban,Female,OBC,2,7,2022,Udupi,Dropout,Family Issues,No Schooling,10000,52.757,79.65,33.4,1.37
PES Public School,Urban,Male,ST,5,10,2022,Belagavi,Dropout,Health issues,No Schooling,10000,52.757,79.65,41.8,1.54
Sri Taralabalu Central School,Rural,Female,OBC,8,13,2024,Ballari,Dropout,Other,Higher Secondary,25000,52.757,79.65,40.8,2.75
Delhi Public School,Rural,Female,ST,2,7,2021,Tumakuru,Dropout,Health issues,Secondary,25000,52.757,76.88,49.6,5.42
Mount Litera Zee School,Rural,Female,OBC,4,9,2020,Bengaluru Urban,Dropout,Poverty,Higher Secondary,15000,41.31,79.65,26.8,9.55
Delhi Public School,Rural,Female,OBC,6,11,2020,Tumakuru,Enrolled,Not applicable,Secondary,10000,67.74,90.125,39.9,4.45
Delhi Public School,Rural,Male,OBC,4,9,2024,Tumakuru,Dropout,Other,Primary,50000,49.36,79.65,38.3,4.82
Assisi Central School,Urban,Female,General,7,12,2023,Dakshina Kannada,Enrolled,Not applicable,Higher Secondary,15000,67.74,99.51,47.5,2.44
Freedom International School,Rural,Male,General,6,11,2022,Ballari,Enrolled,Not applicable,Higher Secondary,15000,67.74,93.79,24.7,6.43
Jain International School,Rural,Female,General,8,13,2020,Bengaluru Rural,Dropout,Poverty,Higher Secondary,25000,52.757,74.23,42.6,3.69
New Oxford School,Rural,Female,ST,10,15,2021,Bengaluru Urban,Enrolled,Not applicable,Primary,10000,96.4,98.76,37.0,4.7
Assisi Central School,Urban,Female,ST,10,15,2019,Dharwad,Dropout,Migration,Secondary,25000,52.757,79.65,28.2,1.75
Delhi Public School,Urban,Female,SC,2,7,2018,Ballari,Dropout,Migration,Primary,15000,39.34,79.65,34.2,2.6
New Oxford School,Urban,Female,General,9,14,2020,Shivamogga,Enrolled,Not applicable,No Schooling,10000,67.74,99.67,30.0,0.33
Jain International School,Urban,Female,ST,5,10,2021,Bengaluru Urban,Enrolled,Not applicable,Graduate,100000,75.32,90.125,37.4,0.31
Jain International School,Semi-Urban,Male,ST,9,14,2024,Tumakuru,Dropout,Long distance to school,No Schooling,25000,52.757,79.65,46.7,2.57
Maharishi Public School,Semi-Urban,Female,OBC,3,8,2022,Dakshina Kannada,Dropout,Family Issues,Post-Graduate,25000,36.21,79.65,37.1,0.72
Assisi Central School,Semi-Urban,Male,OBC,1,6,2023,Shivamogga,Enrolled,Not applicable,Secondary,50000,67.74,90.125,39.0,2.04
